TADIG_Code,ip_address_range
INDIO,112.110.101.0/24
INDIO,112.110.167.0/24
INDIO,112.110.160.0/24
INDIO,112.110.161.0/24
INDIO,112.110.163.0/24
INDIO,112.110.164.0/24
INDIO,112.110.165.0/24
INDIO,112.110.166.0/24
INDIO,112.110.82.0/24
INDIO,112.110.102.0/24
INDIO,112.110.108.0/24
INDIO,112.110.64.0/22
INDIO,112.110.68.0/24
INDIO,203.88.2.0/23
INDIO,203.88.4.0/23
INDIO,203.88.18.0/23
INDIO,203.88.20.0/23
INDIO,203.88.1.32/27
INDIO,203.88.12.0/22
INDIO,203.88.0.0/25
INDIO,203.88.1.64/26
INDIO,203.88.28.0/24
INDIO,203.88.29.0/24
INDIO,112.110.162.0/24
INDIO,112.110.240.0/24
INDIO,203.88.24.0/21
INDIO,112.110.69.0/24
INDIO,112.110.70.0/24
INDIO,112.110.76.0/24
INDIR,112.110.34.96/27
INDIR,112.110.254.96/27
INDIR,112.110.255.96/27
INDIR,112.110.243.112/28
INDIR,112.110.34.0/24
INDIR,112.110.81.0/24
INDIR,112.110.244.0/24
INDIR,112.110.243.0/24
INDIR,112.110.245.0/24
INDIR,112.110.254.0/24
INDIR,112.110.255.0/24
INDIR,112.110.80.0/24
INDIR,112.110.129.0/24
INDIR,112.110.130.0/24
INDIR,112.110.131.0/24
INDIR,112.110.132.0/24
INDIR,112.110.162.0/24
INDIR,112.110.84.0/24
INDIR,112.110.100.0/24
INDIR,112.110.101.0/24
INDIR,112.110.167.0/24
INDIR,112.110.160.0/24
INDIR,112.110.161.0/24
INDIR,112.110.163.0/24
INDIR,112.110.164.0/24
INDIR,112.110.165.0/24
INDIR,112.110.166.0/24
INDIR,112.110.82.0/24
INDIR,112.110.102.0/24
INDIR,112.110.108.0/24
INDIR,112.110.64.0/22
INDIR,112.110.68.0/24
INDIR,203.88.2.0/23
INDIR,203.88.4.0/23
INDIR,203.88.18.0/23
INDIR,203.88.20.0/23
INDIR,203.88.1.32/27
INDIR,203.88.12.0/22
INDIR,203.88.0.0/25
INDIR,203.88.1.64/26
INDIR,203.88.28.0/24
INDIR,203.88.29.0/24
INDIR,203.88.25.0/24
INDIR,112.110.240.0/24
INDIR,203.88.24.0/21
INDIR,112.110.69.0/24
INDIR,112.110.70.0/24
INDIR,112.110.76.0/24
INDIT,112.110.81.0/24
INDIT,112.110.131.32/28
INDIT,112.110.132.4/30
INDIT,112.110.34.0/24
INDIT,112.110.244.0/24
INDIT,112.110.243.0/24
INDIT,112.110.245.0/24
INDIT,112.110.254.0/24
INDIT,112.110.255.0/24
INDIT,112.110.80.0/24
INDIT,112.110.129.0/24
INDIT,112.110.130.0/24
INDIT,112.110.131.0/24
INDIT,112.110.132.0/24
INDIT,112.110.164.160/27
INDIT,112.110.84.0/24
INDIT,112.110.100.0/24
INDIT,112.110.101.0/24
INDIT,112.110.167.0/24
INDIT,112.110.160.0/24
INDIT,112.110.161.0/24
INDIT,112.110.163.0/24
INDIT,112.110.164.0/24
INDIT,112.110.165.0/24
INDIT,112.110.166.0/24
INDIT,112.110.82.0/24
INDIT,112.110.102.0/24
INDIT,112.110.108.0/24
INDIT,112.110.64.0/22
INDIT,112.110.68.0/24
INDIT,203.88.2.0/23
INDIT,203.88.4.0/23
INDIT,203.88.18.0/23
INDIT,203.88.20.0/23
INDIT,203.88.1.32/27
INDIT,203.88.12.0/22
INDIT,203.88.0.0/25
INDIT,203.88.1.64/26
INDIT,203.88.28.0/24
INDIT,203.88.29.0/24
INDIT,112.110.162.0/24
INDIT,203.88.25.0/24
INDIT,112.110.240.0/24
INDIT,203.88.24.0/21
INDIT,112.110.69.0/24
INDIT,112.110.70.0/24
INDIT,112.110.76.0/24
INDIU,112.110.244.224/27
INDIU,112.110.244.64/27
INDIU,112.110.245.192/27
INDIU,112.110.34.0/24
INDIU,112.110.81.0/24
INDIU,112.110.244.0/24
INDIU,112.110.243.0/24
INDIU,112.110.245.0/24
INDIU,112.110.254.0/24
INDIU,112.110.255.0/24
INDIU,112.110.80.0/24
INDIU,112.110.129.0/24
INDIU,112.110.130.0/24
INDIU,112.110.131.0/24
INDIU,112.110.132.0/24
INDIU,112.110.160.0/24
INDIU,112.110.162.0/24
INDIU,112.110.163.0/24
INDIU,112.110.84.0/24
INDIU,112.110.100.0/24
INDIU,112.110.101.0/24
INDIU,112.110.167.0/24
INDIU,112.110.161.0/24
INDIU,112.110.164.0/24
INDIU,112.110.165.0/24
INDIU,112.110.166.0/24
INDIU,112.110.82.0/24
INDIU,112.110.102.0/24
INDIU,112.110.108.0/24
INDIU,112.110.64.0/22
INDIU,112.110.68.0/24
INDIU,203.88.2.0/23
INDIU,203.88.4.0/23
INDIU,203.88.18.0/23
INDIU,203.88.20.0/23
INDIU,203.88.1.32/27
INDIU,203.88.12.0/22
INDIU,203.88.0.0/25
INDIU,203.88.1.64/26
INDIU,203.88.28.0/24
INDIU,203.88.29.0/24
INDIU,203.88.25.0/24
INDIU,112.110.240.0/24
INDIU,203.88.24.0/21
INDIU,112.110.69.0/24
INDIU,112.110.70.0/24
INDIU,112.110.76.0/24
INDIW,112.110.244.224/27
INDIW,112.110.254.240/28
INDIW,112.110.34.0/24
INDIW,112.110.81.0/24
INDIW,112.110.244.0/24
INDIW,112.110.243.0/24
INDIW,112.110.245.0/24
INDIW,112.110.254.0/24
INDIW,112.110.255.0/24
INDIW,112.110.80.0/24
INDIW,112.110.129.0/24
INDIW,112.110.130.0/24
INDIW,112.110.131.0/24
INDIW,112.110.132.0/24
INDIW,112.110.84.0/24
INDIW,112.110.100.0/24
INDIW,112.110.101.0/24
INDIW,112.110.167.0/24
INDIW,112.110.160.0/24
INDIW,112.110.161.0/24
INDIW,112.110.163.0/24
INDIW,112.110.164.0/24
INDIW,112.110.165.0/24
INDIW,112.110.166.0/24
INDIW,112.110.82.0/24
INDIW,112.110.102.0/24
INDIW,112.110.108.0/24
INDIW,112.110.64.0/22
INDIW,112.110.68.0/24
INDIW,203.88.2.0/23
INDIW,203.88.4.0/23
INDIW,203.88.18.0/23
INDIW,203.88.20.0/23
INDIW,203.88.1.32/27
INDIW,203.88.12.0/22
INDIW,203.88.0.0/25
INDIW,203.88.1.64/26
INDIW,203.88.28.0/24
INDIW,203.88.29.0/24
INDIW,203.88.25.0/24
INDIW,112.110.162.0/24
INDIW,112.110.240.0/24
INDIW,203.88.24.0/21
INDIW,112.110.69.0/24
INDIW,112.110.70.0/24
INDIW,112.110.76.0/24
INDMP,112.110.244.32/29
INDMP,112.110.34.96/27
INDMP,112.110.255.96/27
INDMP,112.110.130.0/28
INDMP,112.110.244.176/28
INDMP,112.110.132.64/29
INDMP,112.110.132.88/29
INDMP,112.110.130.80/28
INDMP,112.110.34.0/24
INDMP,112.110.81.0/24
INDMP,112.110.244.0/24
INDMP,112.110.243.0/24
INDMP,112.110.245.0/24
INDMP,112.110.254.0/24
INDMP,112.110.255.0/24
INDMP,112.110.80.0/24
INDMP,112.110.129.0/24
INDMP,112.110.130.0/24
INDMP,112.110.131.0/24
INDMP,112.110.132.0/24
INDMP,112.110.130.176/28
INDMP,112.110.130.160/28
INDMP,112.110.160.32/28
INDMP,112.110.160.48/28
INDMP,112.110.162.224/27
INDMP,112.110.84.0/24
INDMP,112.110.100.0/24
INDMP,112.110.101.0/24
INDMP,112.110.167.0/24
INDMP,112.110.108.0/24
INDMP,112.110.160.0/24
INDMP,112.110.161.0/24
INDMP,112.110.163.0/24
INDMP,112.110.164.0/24
INDMP,112.110.165.0/24
INDMP,112.110.166.0/24
INDMP,112.110.82.0/24
INDMP,112.110.102.0/24
INDMP,112.110.64.0/22
INDMP,112.110.68.0/24
INDMP,203.88.2.0/23
INDMP,203.88.4.0/23
INDMP,203.88.18.0/23
INDMP,203.88.20.0/23
INDMP,203.88.1.32/27
INDMP,203.88.12.0/22
INDMP,203.88.0.0/25
INDMP,203.88.1.64/26
INDMP,203.88.28.0/24
INDMP,203.88.29.0/24
INDMP,203.88.25.0/24
INDMP,112.110.162.0/24
INDMP,112.110.240.0/24
INDMP,203.88.24.0/21
INDMP,112.110.69.0/24
INDMP,112.110.70.0/24
INDMP,112.110.76.0/24
INDRM,115.255.8.0/25
INDRM,115.255.20.144/28
INDRM,115.255.20.160/28
INDSK,112.110.81.0/24
INDSK,112.110.131.0/24
INDSK,112.110.131.16/29
INDSK,112.110.132.0/30
INDSK,112.110.131.80/28
INDSK,112.110.34.0/24
INDSK,112.110.244.0/24
INDSK,112.110.243.0/24
INDSK,112.110.245.0/24
INDSK,112.110.254.0/24
INDSK,112.110.255.0/24
INDSK,112.110.80.0/24
INDSK,112.110.129.0/24
INDSK,112.110.130.0/24
INDSK,112.110.164.192/27
INDSK,112.110.164.224/28
INDSK,112.110.84.0/24
INDSK,112.110.167.0/24
INDSK,112.110.100.0/24
INDSK,112.110.101.0/24
INDSK,112.110.160.0/24
INDSK,112.110.161.0/24
INDSK,112.110.163.0/24
INDSK,112.110.164.0/24
INDSK,112.110.165.0/24
INDSK,112.110.166.0/24
INDSK,112.110.82.0/24
INDSK,112.110.102.0/24
INDSK,112.110.108.0/24
INDSK,112.110.64.0/22
INDSK,112.110.68.0/24
INDSK,203.88.2.0/23
INDSK,203.88.4.0/23
INDSK,203.88.18.0/23
INDSK,203.88.20.0/23
INDSK,203.88.1.32/27
INDSK,203.88.12.0/22
INDSK,203.88.0.0/25
INDSK,203.88.1.64/26
INDSK,203.88.28.0/24
INDSK,203.88.29.0/24
INDSK,203.88.25.0/24
INDSK,112.110.162.0/24
INDSK,112.110.240.0/24
INDSK,203.88.24.0/21
INDSK,112.110.69.0/24
INDSK,112.110.70.0/24
INDSK,112.110.76.0/24
INDSP,112.110.80.0/28
INDSP,112.110.34.224/27
INDSP,112.110.80.144/29
INDSP,112.110.244.64/27
INDSP,112.110.131.64/28
INDSP,112.110.129.64/27
INDSP,112.110.132.12/30
INDSP,112.110.132.48/28
INDSP,112.110.34.0/24
INDSP,112.110.81.0/24
INDSP,112.110.244.0/24
INDSP,112.110.243.0/24
INDSP,112.110.245.0/24
INDSP,112.110.254.0/24
INDSP,112.110.255.0/24
INDSP,112.110.129.0/24
INDSP,112.110.130.0/24
INDSP,112.110.131.0/24
INDSP,112.110.132.0/24
INDSP,112.110.131.104/29
INDSP,112.110.131.240/29
INDSP,112.110.167.0/24
INDSP,112.110.100.0/24
INDSP,112.110.101.0/24
INDSP,112.110.84.0/24
INDSP,112.110.102.0/24
INDSP,112.110.103.0/24
INDSP,112.110.160.0/24
INDSP,112.110.161.0/24
INDSP,112.110.163.0/24
INDSP,112.110.164.0/24
INDSP,112.110.165.0/24
INDSP,112.110.166.0/24
INDSP,112.110.82.0/24
INDSP,112.110.108.0/24
INDSP,112.110.64.0/22
INDSP,112.110.68.0/24
INDSP,203.88.2.0/23
INDSP,203.88.4.0/23
INDSP,203.88.18.0/23
INDSP,203.88.20.0/23
INDSP,203.88.1.32/27
INDSP,203.88.12.0/22
INDSP,203.88.0.0/25
INDSP,203.88.1.64/26
INDSP,203.88.28.0/24
INDSP,203.88.29.0/24
INDSP,203.88.25.0/24
INDSP,112.110.162.0/24
INDSP,112.110.240.0/24
INDSP,203.88.24.0/21
INDSP,112.110.69.0/24
INDSP,112.110.70.0/24
INDSP,112.110.76.0/24
IRLDF,62.40.40.0/24
IRLDF,213.191.232.0/24
IRLDF,213.191.235.0/26
IRLDF,213.191.235.64/27
IRLDF,213.191.235.96/27
IRLDF,213.191.235.128/28
IRLDF,213.191.235.224/28
IRLDF,213.191.235.192/29
IRLDF,62.40.35.0/26
IRLDF,62.40.35.64/27
IRLDF,62.40.35.96/28
IRLDF,62.40.35.112/29
IRLDF,83.136.40.0/23
IRLDF,83.136.43.0/24
IRLDF,83.136.44.0/24
IRLDF,185.81.137.56/29
IRLDF,185.81.139.56/29
IRLDF,92.251.254.0/23
IRLDF,185.60.125.0/24
IRLDF,185.60.126.0/24
IRLH3,62.40.40.0/24
IRLH3,213.191.232.0/24
IRLH3,213.191.235.0/26
IRLH3,213.191.235.64/27
IRLH3,213.191.235.96/27
IRLH3,213.191.235.128/28
IRLH3,213.191.235.224/28
IRLH3,213.191.235.192/29
IRLH3,62.40.35.0/26
IRLH3,62.40.35.64/27
IRLH3,62.40.35.96/28
IRLH3,62.40.35.112/29
IRLH3,83.136.40.0/23
IRLH3,83.136.43.0/24
IRLH3,83.136.44.0/24
IRLH3,92.251.255.208/29
IRLH3,92.251.255.128/26
IRLH3,185.81.137.56/29
IRLH3,185.81.139.56/29
IRLH3,92.251.254.0/23
IRLH3,185.60.125.0/24
IRLH3,185.60.126.0/24
IRLME,212.129.65.0/24
IRNMI,92.42.48.0/24
IRNMI,91.232.68.192/27
IRNMI,5.118.0.0/24
IRNMI,5.118.1.0/24
IRNMI,5.118.2.0/24
IRNMI,5.118.3.0/24
IRQKK,95.170.221.192/26
IRQKK,95.170.221.224/28
IRQKK,95.170.221.160/28
IRQKK,185.84.68.192/26
IRQKK,185.84.68.128/26
IRQKK,185.84.70.128/31
IRQKK,185.240.17.23/32
IRQKK,185.240.18.23/32
IRQKK,185.240.16.24/29
IRQKK,185.240.17.24/29
IRQKK,185.240.18.24/29
ISLNO,78.40.248.0/24
ISLPS,157.157.144.0/29
ISLPS,157.157.144.64/27
ISLPS,157.157.144.96/29
ISLPS,157.157.144.104/29
ISLPS,157.157.144.128/25
ISLTL,194.144.32.0/24
ISR01,192.118.11.128/25
ISR01,82.102.191.0/24
ISR01,199.255.4.0/24
ISR01,199.255.5.80/28
ISR01,104.225.210.0/29
ISR01,104.225.210.8/29
ISR01,185.47.26.36/30
ISR01,185.230.180.8/29
ISR01,185.230.180.32/29
ISR01,185.230.180.64/29
ISR01,41.244.252.192/27
ISR01,199.255.5.240/28
ISR01,185.253.109.0/24
ISR01,104.225.210.0/27
ISR01,104.225.210.32/27
ISR01,77.32.226.0/27
ISR01,77.32.226.32/27
ISR01,77.32.226.64/27
ISR01,77.32.226.96/27
ISR01,77.32.226.128/27
ISR01,77.32.226.160/27
ISR01,77.32.226.192/27
ISR01,77.32.226.224/27
ISR01,185.24.204.0/29
ISR01,185.24.204.8/29
ISR01,131.166.134.0/24
ISR01,131.166.136.0/24
ISR01,131.166.130.0/24
ISR01,131.166.132.0/24
ISRGT,37.26.144.0/24
ISRGT,37.26.145.0/24
ISRGT,104.225.210.0/29
ISRGT,104.225.210.8/29
ISRMS,80.246.131.0/26
ISRMS,80.246.132.0/26
ISRMS,37.142.167.16/28
ISRMS,37.142.167.144/28
ISRMS,80.246.143.0/25
ISRMS,80.246.143.128/25
ISRPL,91.135.96.0/24
ISRPL,91.135.99.192/26
ISRPL,147.189.150.0/24
ITADI,91.232.81.72/29
ITADI,82.137.36.0/24
ITADI,93.113.40.32/29
ITAFM,212.62.132.0/23
ITAFM,212.62.138.0/24
ITAFM,212.62.139.0/24
ITAGT,213.230.128.160/27
ITAGT,213.230.130.0/27
ITAGT,217.200.176.0/24
ITAGT,217.200.177.0/24
ITAGT,217.200.178.0/24
ITAGT,217.200.179.0/24
ITAGT,217.200.192.0/24
ITAGT,217.200.193.0/24
ITAGT,217.200.194.0/24
ITAGT,217.200.195.0/24
ITAGT,217.200.180.0/24
ITAGT,217.200.196.0/24
ITAGT,31.170.47.0/27
ITAGT,146.133.127.32/30
ITAMR,185.44.54.160/28
ITAMR,185.44.54.208/28
ITAMR,185.44.55.160/28
ITAMR,185.44.55.208/28
ITAMR,193.9.252.216/32
ITAMR,193.9.253.216/32
ITAMR,83.216.34.0/26
ITAMR,83.216.35.0/26
ITASI,213.230.128.160/27
ITASI,213.230.130.0/27
ITASI,217.200.176.0/24
ITASI,217.200.177.0/24
ITASI,217.200.178.0/24
ITASI,217.200.179.0/24
ITASI,217.200.192.0/24
ITASI,217.200.193.0/24
ITASI,217.200.194.0/24
ITASI,217.200.195.0/24
ITASI,217.200.180.0/24
ITASI,217.200.196.0/24
ITASI,31.170.47.0/27
ITASI,146.133.127.32/30
ITASI,46.44.193.64/28
ITASI,46.44.193.192/28
ITASI,79.140.91.240/28
ITASI,79.140.91.224/28
ITASI,5.252.87.96/29
ITASI,5.252.87.224/29
ITASI,146.133.127.36/30
ITASI,146.133.127.0/26
ITASI,217.200.197.0/24
ITASI,217.200.198.0/24
ITASI,89.221.38.64/26
ITASI,213.144.191.8/29
ITASI,213.144.191.64/29
ITASI,5.252.87.64/29
ITASI,5.252.87.192/29
ITASI,89.221.38.64/30
ITASI,89.221.38.68/30
ITASI,89.221.38.72/30
ITASI,89.221.38.76/30
ITASI,89.221.38.80/30
ITASI,89.221.38.84/30
ITASI,89.221.38.88/30
ITASI,89.221.38.92/30
ITASI,89.221.38.96/30
ITASI,89.221.38.100/30
ITASI,89.221.38.104/29
ITASI,89.221.38.112/29
ITASI,89.221.38.120/29
ITAWI,151.58.184.0/24
ITAWI,151.58.185.0/24
ITAWI,151.58.186.0/24
ITAWI,151.58.187.0/24
ITAWI,151.58.188.0/24
ITAWI,151.58.189.0/24
ITAWI,151.58.190.0/24
ITAWI,151.58.191.0/24
ITAWI,212.245.41.0/24
ITAWI,212.245.156.0/24
JORFL,87.238.128.0/24
JORMC,213.139.61.128/25
JORMC,212.34.10.0/27
JORMC,212.34.10.64/27
JORUM,212.35.67.240/28
JORUM,37.152.1.16/28
JORUM,37.152.1.32/28
JORUM,37.152.1.64/28
JORUM,37.152.1.80/30
JORUM,37.152.1.96/28
JORUM,37.152.1.112/28
JORUM,37.152.1.144/28
JORUM,37.152.1.160/28
JORUM,37.152.1.176/28
JORUM,37.152.1.192/26
JORUM,37.152.0.8/29
JORUM,37.152.0.16/29
JPNDO,1.66.0.0/22
JPNDO,49.103.0.0/20
JPNDO,49.103.64.0/20
JPNDO,49.103.80.0/20
JPNDO,49.103.96.0/20
JPNDO,49.103.112.0/20
JPNDO,61.195.223.32/28
JPNDO,103.2.124.0/28
JPNDO,103.2.124.64/28
JPNDO,103.2.124.80/28
JPNDO,103.2.125.0/28
JPNDO,103.2.125.64/28
JPNDO,103.2.125.80/28
JPNDO,220.159.192.0/22
JPNDO,220.159.196.0/23
JPNDO,220.159.198.0/23
JPNDO,220.159.200.0/22
JPNDO,220.159.204.0/23
JPNDO,220.159.236.0/22
JPNDO,220.159.240.0/22
JPNDO,220.159.244.0/22
JPNDO,1.66.64.0/22
JPNDO,1.66.72.0/21
JPNDO,1.66.80.0/21
JPNDO,1.66.88.0/24
JPNDO,1.66.89.0/25
JPNDO,1.78.100.0/22
JPNDO,1.78.104.0/21
JPNDO,1.78.112.0/22
JPNDO,49.103.16.0/28
JPNDO,49.103.16.64/28
JPNDO,49.103.16.16/28
JPNDO,49.103.16.80/28
JPNDO,1.73.96.0/19
JPNDO,1.73.80.0/20
JPNDO,1.66.89.128/25
JPNDO,1.66.93.0/24
JPNDO,1.66.94.0/23
JPNDO,1.78.116.0/22
JPNDO,1.78.120.0/22
JPNDO,183.75.201.0/24
JPNDO,183.75.202.0/23
JPNDO,183.75.204.0/23
JPNKD,210.196.1.0/25
JPNKD,210.196.1.128/25
JPNKD,210.142.0.0/22
JPNKD,210.142.4.0/23
JPNKD,210.142.8.0/21
JPNKD,210.142.16.0/22
JPNKD,210.142.24.0/22
JPNKD,106.162.198.128/25
JPNKD,27.80.231.192/26
JPNKD,103.67.223.64/26
JPNKD,103.67.220.16/28
JPNKD,103.67.220.48/28
JPNKD,103.67.221.0/28
JPNKD,103.67.221.32/28
JPNKI,210.196.1.0/25
JPNKI,210.196.1.128/25
JPNKI,210.142.0.0/22
JPNKI,210.142.4.0/23
JPNKI,210.142.8.0/21
JPNKI,210.142.16.0/22
JPNKI,210.142.24.0/22
JPNKI,106.162.198.128/25
JPNKI,27.80.231.192/26
JPNKI,103.67.223.64/26
JPNKI,103.67.220.16/28
JPNKI,103.67.220.48/28
JPNKI,103.67.221.0/28
JPNKI,103.67.221.32/28
JPNKS,210.196.1.0/25
JPNKS,210.196.1.128/25
JPNKS,210.142.0.0/22
JPNKS,210.142.4.0/23
JPNKS,210.142.8.0/21
JPNKS,210.142.16.0/22
JPNKS,210.142.24.0/22
JPNKS,106.162.198.128/25
JPNKS,27.80.231.192/26
JPNKS,103.67.223.64/26
JPNKS,103.67.220.16/28
JPNKS,103.67.220.48/28
JPNKS,103.67.221.0/28
JPNKS,103.67.221.32/28
KAZKT,46.227.188.8/29
KAZKT,46.227.188.224/28
KAZKT,46.227.189.0/29
KAZKT,77.74.65.0/26
KAZKT,77.74.65.192/27
KAZKT,89.44.13.0/24
KAZKT,89.44.14.0/24
KAZKT,212.13.162.0/27
KENKC,41.223.57.0/24
KENKC,41.223.57.0/27
KENKC,41.223.57.36/30
KENKC,41.223.57.37/32
KENKC,41.223.57.48/28
KENKC,41.223.57.96/28
KENKC,41.223.57.200/30
KGZ01,91.192.64.0/27
KGZ01,91.192.64.64/27
KGZ01,91.192.64.128/26
KGZ01,139.28.28.128/27
KHMSM,203.118.242.160/28
KHMSM,203.118.242.192/28
KHMSM,203.118.242.208/28
KHMSM,117.20.112.192/26
KHMSM,117.20.114.192/27
KHMSM,27.109.115.224/27
KORKF,61.252.42.0/24
KORKF,110.70.134.0/24
KORKF,110.70.135.0/24
KORKF,110.70.136.0/24
KORKF,110.70.137.0/24
KORKF,110.70.138.0/24
KORKF,110.70.150.0/24
KORKF,110.70.160.0/24
KORKF,110.70.162.0/24
KORKF,110.70.163.0/24
KORKF,110.70.166.0/24
KORKF,110.70.171.0/24
KORKF,110.70.231.0/24
KORKF,110.70.232.0/24
KORKF,110.70.234.0/24
KORKF,110.70.235.0/24
KORKF,110.70.236.0/24
KORKF,110.70.246.0/24
KORKF,110.70.248.0/24
KORKF,211.246.120.0/24
KORKF,211.246.122.0/24
KORKF,211.246.123.0/24
KORKF,211.246.125.0/24
KORKF,211.246.126.0/24
KORKF,211.246.127.0/24
KORKF,211.246.100.0/28
KORKF,211.246.105.0/25
KORKF,211.246.99.0/28
KORKF,61.252.43.0/24
KORKF,61.252.44.0/24
KORKF,61.252.45.0/24
KORKF,110.70.128.0/24
KORKF,110.70.153.0/24
KORKF,110.70.154.0/24
KORKF,110.70.155.0/24
KORKF,110.70.156.0/24
KORKF,110.70.157.0/24
KORKF,110.70.172.0/24
KORKF,61.252.42.0/25
KORKF,61.252.42.128/25
KORKF,110.70.134.0/25
KORKF,110.70.134.128/25
KORKF,110.70.135.0/25
KORKF,110.70.135.128/25
KORKF,110.70.136.0/25
KORKF,110.70.136.128/25
KORKF,110.70.137.0/25
KORKF,110.70.137.128/25
KORKF,110.70.138.0/25
KORKF,110.70.138.128/25
KORKF,110.70.150.0/25
KORKF,110.70.150.128/25
KORKF,110.70.160.0/25
KORKF,110.70.160.128/25
KORKF,110.70.162.0/25
KORKF,110.70.162.128/25
KORKF,110.70.163.0/25
KORKF,110.70.163.128/25
KORKF,110.70.166.0/25
KORKF,110.70.166.128/25
KORKF,110.70.171.0/25
KORKF,110.70.171.128/25
KORKF,110.70.231.0/25
KORKF,110.70.231.128/25
KORKF,110.70.232.0/25
KORKF,110.70.232.128/25
KORKF,110.70.234.0/25
KORKF,110.70.234.128/25
KORKF,110.70.235.0/25
KORKF,110.70.235.128/25
KORKF,110.70.236.0/25
KORKF,110.70.236.128/25
KORKF,110.70.246.0/25
KORKF,110.70.246.128/25
KORKF,110.70.248.0/25
KORKF,110.70.248.128/25
KORKF,211.246.120.0/25
KORKF,211.246.120.128/25
KORKF,211.246.122.0/25
KORKF,211.246.122.128/25
KORKF,211.246.123.0/25
KORKF,211.246.123.128/25
KORKF,211.246.125.0/25
KORKF,211.246.125.128/25
KORKF,211.246.126.0/25
KORKF,211.246.126.128/25
KORKF,211.246.127.0/25
KORKF,211.246.127.128/25
KORKF,61.252.43.0/25
KORKF,61.252.43.128/25
KORKF,61.252.44.0/25
KORKF,61.252.44.128/25
KORKF,61.252.45.0/25
KORKF,61.252.45.128/25
KORKF,110.70.128.0/25
KORKF,110.70.128.128/25
KORKF,110.70.153.0/25
KORKF,110.70.153.128/25
KORKF,110.70.154.0/25
KORKF,110.70.154.128/25
KORKF,110.70.155.0/25
KORKF,110.70.155.128/25
KORKF,110.70.156.0/25
KORKF,110.70.156.128/25
KORKF,110.70.157.0/25
KORKF,110.70.157.128/25
KORKF,110.70.172.0/25
KORKF,110.70.172.128/25
KORKF,110.70.230.0/24
KORKF,110.70.230.0/25
KORKF,110.70.230.128/25
KORKF,110.70.173.0/24
KORKF,110.70.173.0/25
KORKF,110.70.173.128/25
KORKF,110.70.167.0/24
KORKF,110.70.167.0/25
KORKF,110.70.167.128/25
KORKF,110.70.225.0/24
KORKF,110.70.225.0/25
KORKF,110.70.225.128/25
KORSK,211.115.4.240/28
KORSK,211.234.228.0/24
KORSK,211.234.233.0/24
KORSK,220.103.193.0/24
KORSK,220.103.194.0/24
KORSK,220.103.210.0/24
KORSK,220.103.211.0/24
KORSK,220.103.195.0/24
KORSK,220.103.196.0/24
KORSK,220.103.195.0/25
KORSK,220.103.195.128/25
KORSK,220.103.196.0/25
KORSK,220.103.196.128/25
KWTKT,94.128.2.0/28
KWTKT,94.128.2.16/28
KWTKT,94.128.6.0/28
KWTKT,94.128.6.16/28
KWTKT,94.128.6.192/27
KWTKT,94.128.2.192/27
KWTKT,94.128.6.112/28
KWTKT,94.129.129.160/28
KWTKT,94.128.3.192/27
KWTKT,94.128.3.224/28
KWTKT,94.128.3.240/29
KWTKT,94.129.3.192/27
KWTKT,94.129.3.224/28
KWTKT,94.129.3.240/29
KWTNM,217.69.181.0/24
KWTNM,217.69.183.0/24
KWTNM,217.69.184.0/24
LBNFL,91.232.101.160/29
LBNFL,91.197.46.240/28
LBNFL,91.197.47.240/28
LBNFL,91.232.101.80/28
LBNFL,91.232.101.96/28
LBNFL,91.232.101.72/29
LBNFL,185.81.140.0/27
LBNFL,185.81.140.32/29
LBNFL,91.232.101.184/32
LBNFL,91.232.101.240/29
LBNFL,91.197.47.181/32
LBNFL,91.197.46.232/29
LBNFL,185.81.141.184/32
LBNFL,185.81.141.192/28
LBNFL,91.232.101.185/32
LBNFL,91.232.101.224/28
LBNFL,91.232.100.0/28
LBNFL,91.197.46.0/28
LBNFL,185.81.141.0/27
LBNFL,185.81.141.185/32
LBNFL,185.81.141.186/32
LBNFL,91.232.100.75/32
LBNLC,85.112.80.96/27
LBNLC,85.112.80.0/27
LBNLC,185.76.179.0/28
LBNLC,185.76.179.64/28
LBNLC,185.76.179.128/28
LBNLC,185.76.179.192/28
LBNLC,185.76.179.42/31
LBNLC,185.76.179.62/31
LBNLC,185.76.179.94/31
LBNLC,185.76.179.142/31
LBNLC,213.204.96.0/28
LBNLC,213.204.96.16/28
LBNLC,213.204.96.64/27
LBNLC,213.204.96.96/27
LBNLC,213.204.96.128/25
LBR07,41.191.104.8/29
LBR07,41.191.104.128/27
LBR07,41.191.107.0/27
LBR07,41.191.104.160/27
LBRLC,41.57.81.218/32
LBRLC,41.57.81.217/32
LBRLC,41.57.81.219/32
LBRLC,41.57.81.208/29
LBRLC,41.57.81.216/32
LBRLC,41.57.81.240/28
LBY01,156.38.32.129/32
LBY01,156.38.32.130/32
LBY01,156.38.32.131/32
LBY01,156.38.48.60/32
LBY01,156.38.48.61/32
LBY01,156.38.48.62/32
LBY01,156.38.48.65/32
LBY01,156.38.48.66/32
LBY01,156.38.48.67/32
LBY01,156.38.32.0/28
LBY01,156.38.32.58/32
LBY01,156.38.48.0/26
LIEMK,194.48.132.0/24
LIEMK,194.48.138.0/27
LIEMK,194.48.138.192/27
LIEMK,194.48.139.0/27
LIEMK,194.48.139.160/28
LIEMK,194.48.139.192/27
LIEMK,185.57.216.32/28
LIEMK,185.57.216.48/28
LIEMK,185.57.216.64/28
